gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_IL10_KOnonTLS_median,FDR_BH
Srsf7,0.009764229578471,0.1002619671350321,0.4319679288719536,0.0512634536933724,0.2090268465032014,0.3439047946593853,1.2680480903355,1.4558044938722223,0.4131538026524078
Cox7a2l,0.0129792807811383,0.1422164007303326,0.5918075732317218,0.0221974596866898,0.151600988305852,0.2487719508589317,1.29840598498993,1.4400608222730138,0.490388677129722
Cript,0.0308552657792724,0.5259869247938622,1.0,-0.2358568091616284,0.0538247826035139,29.21628396280924,0.597477223813441,0.6130901674571365,0.7171666837996632
Calm2,0.1422164007303326,0.5918075732317218,1.0,-0.1181367691394204,0.0418904747143948,0.2055885446717789,1.23182502389974,1.26306352825066,0.7171666837996632
Epcam,0.053423955784106,0.4922416903947776,1.0,-0.2304249183054228,0.2494947320565384,29.536657683363828,0.611729732910838,0.7172731642360178,0.7171666837996632
Crem,0.0071842502183059,0.0831150273874732,0.4824164483607208,0.0628716119319079,0.2071730251530199,0.4249292223070197,1.3076081778235351,1.5186819076417524,0.3675285762549064
Kif5b,0.0221084385171072,0.384456616654759,0.967135032150512,-0.3236007589066315,-0.0842736664532419,0.1266395860451878,0.8469873197352895,0.7953698793193092,0.7171666837996632
Mpp7,0.2526396577358213,0.7669824200341356,1.0,-0.2590044057461464,-0.0292707741244441,0.3536841904245346,0.809613030919786,0.794184589889841,0.7767411228489561
Wac,0.0690734596458646,0.4218308744273433,0.967135032150512,-0.0971174903193133,0.0747040664838098,1.2070182579856332,0.6171854327879935,0.6479055843982888,0.7171666837996632
Rock1,0.0831150273874732,0.4824164483607208,1.0,-0.0670004073118088,0.053301320802841,0.2636462824779974,0.9891131341708634,1.028469441694979,0.7171666837996632
Snrpd1,0.0221084385171072,0.4824164483607208,1.0,-0.0895970989418491,0.0894331320625633,0.2128219089169224,0.845286271485763,0.9047000780677276,0.7171666837996632
Riok3,0.2046952026885481,0.535841867111217,1.0,-0.0460326365654759,0.1657370046500705,0.3359327844126425,0.723632404484391,0.8176466049131845,0.7171666837996632
Reep5,0.0170675557672461,0.1673414304993252,0.7732396602365642,-0.3111701391071029,-0.1442161786470367,-0.0154750296067675,0.842978444748489,0.763943779792621,0.5303129618919091
Etf1,0.0007472017146939,0.0831150273874732,0.7732396602365642,-0.3445984221887685,-0.170198650800124,-0.0026677532758502,0.998456655303712,0.879517582513551,0.3675285762549064
Hspa9,0.0508225963547321,0.4514984585869165,1.0,-1.483398924939122,-0.205913301100109,1.1659021814781536,0.5802561881498054,0.5233305850271782,0.7171666837996632
Ctnna1,0.0045647128649525,0.0987488370284312,0.7669824200341356,-1.5283124625072508,-0.3970980949939084,-0.0064550809463789,0.6985583884444024,0.536120429194343,0.4131538026524078
Matr3,0.0589226320325338,0.5156712679831987,1.0,-29.082363308635543,0.0,28.85326354211013,0.239108645241049,0.2353473311838555,0.7171666837996632
Paip2,0.0825780777327226,0.5825996812113596,1.0,-0.2776259224633496,0.0172633783846533,29.163197235567285,0.588951147690074,0.6080371571320974,0.7171666837996632
Ube2d2a,0.1002619671350321,0.5918075732317218,1.0,-0.1172279059739527,0.0544827189795715,0.2705854112925794,0.889888221279125,0.9310717742262764,0.7171666837996632
Sra1,0.0687166915200418,0.5243435787000272,1.0,-0.1539314761453792,0.3945593914088189,29.1200813374874,0.4311425290149605,0.5553421281657245,0.7171666837996632
Cd14,0.0034879496918689,0.03136066114488,0.1626056586559781,-2.4979637385647546,-1.2727985909174468,-0.6043815567542947,1.52476133716864,0.626406753468902,0.23582508465443663
Ndufa2,0.0556481701992537,0.5918075732317218,1.0,-0.1413476534676664,-0.0328098723536056,0.090550456741958,1.31921310141975,1.2829561832576213,0.7171666837996632
